episodes,speakers,dialogue
612,howard,"Wait, you got called in, too? What is going on?"
612,leonard,Sheldon threw us all under the bus.
612,howard,Oh.
612,raj,I feel like I’ve been called down to the principal’s office. Although I wouldn’t mind if Brown Sugar suspended me. From a sex swing. This may have been a mistake.
612,howard,"Relax. Everything’s gonna be fine. Before I met Bernadette I was in here every other day. Uh, little tip, turn off your I Like Big Butts ringtone before you go in."
612,raj,"Well, this is all your fault."
612,leonard,How is this my fault?
612,raj,"If you weren’t screwing around with Sheldon’s assistant, none of this would be happening."
612,leonard,I wasn’t screwing around with anyone.
612,raj,"Oh, of course not. She was just sniffing around your goods because she was hunting for truffles."
612,other,"Ah, Mr. Wolowitz, it’s been a while."
612,howard,"Hey, Janine. How are Tom and the kids?"
612,other,Fine. You must be Dr. Hofstadter.
612,leonard,"Yes, but I think this is all a big misunderstanding."
612,raj,"Yeah, yeah, me, too. I didn’t do anything."
612,other,Is that alcohol on your breath?
612,raj,Howard built a sex robot.
612,howard,That is not true. All I did was build a robot.
612,other,Did it have six breasts?
612,howard,"I’m sorry, I’m a feminist, I don’t notice things like how many breasts a robot has."
612,sheldon,"Well, hello."
612,leonard,What are you doing here?
612,sheldon,"Actually, I came to speak to Mrs. Davis."
612,other,And I’m a little busy right now.
612,sheldon,But I came to file a complaint. Somebody has made me feel uncomfortable in the workplace by using language of an inappropriate and sexual nature.
612,other,And who was that?
612,sheldon,"You, you dirty birdie. I-I thought about the things you said to me yesterday, and I realized I’m deeply offended. Now, be a dear and get me one of those complaint forms."
612,other,"That’s it. All of you, in my office now!"
612,sheldon,"And thanks to you, I know better than to ask if you’re menstruating. And based on your behaviour, I don’t have to."
612,sheldon,"It has been pointed out to me that some of the things I said to you could be construed as offensive, and I would like to offer you my sincerest apology."
612,other,"Thank you, Dr. Cooper."
612,sheldon,"Yeah, additionally, you should know that the university has mandated that I take an online sexual harassment seminar so this sort of thing doesn’t happen in the future."
612,other,Okay.
612,sheldon,"Yeah. Now, unfortunately, uh, my time is much too valuable to waste on nonsense like this, so, um, I’m gonna need you to take it for me. Oh, and, uh, you’d better ace it, they’re pretty mad."
612,penny,"So, hey, I was thinking about that stuff with Alex."
612,leonard,"Oh, would you stop worrying about that?"
612,penny,"I can’t help it. But, look, I figured I could sit around and feel insecure, or I could do something about it. So I got a course catalogue at school and looked at some of the science classes."
612,leonard,That’s great.
612,penny,"No, it isn’t, they are extremely boring. I mean, how do you not kill yourself, like, every day? Anyway, I decided I don’t need to be a scientist, I could just look like one. So I bought these."
612,leonard,"Glasses? I really don’t think that’s gonna change… oh, my God, you look so smart and hot."
612,penny,"I know, right? Watch this. Molecules."
612,leonard,"Okay, come with me."
612,penny,Where are we going?
612,leonard,"To my bedroom, so I can take everything off but those glasses. And maybe the boots."
613,leonard,"Hey, will you steam my uniform next?"
613,sheldon,"Interesting. Do you recall this conversation? Leonard, want to go halfsies on a steamer? No, Sheldon, we don’t need a steamer. Looks like that rumpled chicken’s come home to roost."
613,penny,Hi. Here are the make-up sponges you asked for.
613,leonard,"Oh, thanks, I thought I had more."
613,penny,"Damn, you’ve got more makeup than I do. You’ve got better makeup than I do. Yeah, I’m borrowing this."
613,leonard,"Hey, hey, hey, hey. This is my Comic-Con makeup. I love you, but there are some things a man doesn’t share with his girlfriend."
613,sheldon,"That’s a wise policy. I once borrowed my sister’s makeup for a costume contest. Got a terrible case of pinkeye. But luckily, I was going as a zombie. I won second place."
613,penny,I feel like you guys just went to Comic-Con.
613,leonard,That was San Diego Comic-Con. This is Bakersfield Comic-Con.
613,penny,Is that better?
613,leonard,"Well, it’s a lot smaller. It’s more about the comic books. The way these conventions used to be before they went all Hollywood."
613,sheldon,"So to answer your question, no, it’s not better."
613,penny,"Well, then why are you going?"
613,sheldon,"It’s a comic book convention. You know, it’s like pizza or particle accelerators, even the stinky one’s still pretty good."
613,penny,"All right. Well, you guys have fun. I guess I’ll see you Sunday night."
613,leonard,Yeah.
613,penny,Okay.
613,leonard,"Oh, hang on a second.  Hold this. "
613,penny,What was that for?
613,leonard,To show people when they don’t believe me.
613,penny,"Oh, this is the best. You have booze with breakfast on a Tuesday, you got a problem. You do it on the weekend, you got brunch."
613,amy,Sheldon doesn’t believe in brunch. He can’t stand being at a table where one person’s having an omelette and another person’s having a sandwich.
613,bernadette,He’s not exhausting at all.
613,penny,"Oh. It’s Leonard. He says they’re on the road and headed for Bakersfield at warp speed. Maybe it’s the mimosa, but I’m gonna give the kid an LOL."
613,bernadette,It’s cute how excited they are. You should have seen Howard sewing his costume all week for the convention.
613,amy,When did Howard learn to sew?
613,bernadette,"When he was a little boy, every couple months, he would have to let his mom’s pants out."
613,amy,I don’t even understand why they go to these conventions.
613,penny,I know. The four of them work at a major university. They’re all super smart. How can they still be into something made for 12-year-olds?
613,bernadette,"I don’t mind it. I think Howie’s just in touch with his inner child. Although when he comes to bed in his Batman pyjamas, sometimes it feels like I’m touching his inner child."
613,amy,"It’s probably because they were bullied growing up. In a world where you can’t fight back, superheroes provide meaningful wish-fulfillment."
613,penny,"Mmmm. Now I feel bad for picking on all those kids. Although, in my defence, if Danny Biffle didn’t want to eat a mouthful of dirt, he shouldn’t have shown up to school wearing a bow tie."
613,bernadette,I’ve never even read a comic book. You guys?
613,penny,Uh-uh.
613,amy,No.
613,bernadette,"I mean, it’s such an important part of their lives. Maybe we should try reading some."
613,amy,Seriously?
613,bernadette,The comic book store isn’t far from here.
613,penny,"That is an amazing idea. Okay, how many of these have I had?"
613,sheldon,I think you should turn on the GPS.
613,leonard,It is on.
613,sheldon,But the turn-by-turn voice option isn’t on. I know I’d feel more safe if you turn on the turn-by-turn voice option. I love the turn-by-turn voice option.
613,howard,Has it really only been ten miles?
613,leonard,"I’m turning it on, but just to shut you up."
613,other,"Leonard, bear left and continue on Interstate 210."
613,sheldon,"Ooh, sounds like that fellow knows what he’s talking about. I’d put on my listening ears if I were you."
613,leonard,What did you do?
613,sheldon,I found a hack online. I was able to upload MP3 recordings of my voice to your GPS.
613,raj,That is so cool.
613,leonard,"Counterpoint, no, it’s not."
613,other,Continue on Interstate 210 for five miles. Here’s an interesting fact about interstates.
613,leonard,Really?
613,sheldon,"Shh, he said it’s interesting."
613,other,"Interstates are numbered as follows. Even-numbered routes run east and west, odd-numbered routes run north and south. Three-digit route numbers indicate bypasses or spurs."
613,howard,"Look, Leonard, there’s a bridge. Drive off it."
613,raj,"You know, we’re not that far from Vazquez Rocks."
613,sheldon,"Oh, they shot a lot of Star Trek episodes out there."
613,howard,We’ve got our costumes in the trunk. We could go there and have a little photo shoot.
613,raj,Great idea. I haven’t had a carbohydrate in two weeks. These cheekbones need to be in front of a camera before I eat a pretzel and they’re gone.
613,leonard,"Yeah, that sounds fun."
613,sheldon,"Oh, smashing. Now, Leonard, do you know how to get there?"
613,leonard,No.
613,sheldon,"Yeah, well luckily, someone in the car does."
613,other,"Recalculating. While we’re waiting, do you know which president signed the Intestate Highway System Act into law? The answer, coming up in 14 miles."
613,sheldon,None of you will get it. It’s Eisenhower.
613,bernadette,Why are they staring?
613,amy,"Who cares? Just soak it in. Hello, boys."
613,other,"Oh, hey. Could you please stop staring? They’re just girls. It’s nothing you haven’t seen in movies or in drawings."
613,penny,"Hey, Stuart."
613,other,What brings you guys here?
613,bernadette,We were looking for a recommendation about comic books.
613,other,"Oh, well, I recommend you don’t open a store and sell them."
613,penny,"No, we were just wondering why the guys like this stuff so much, so we thought we’d give it a try."
613,other,"Oh, okay. What do you think you might be into? Superhero, fantasy, graphic novels, manga… I swear I will turn a hose on you."
613,bernadette,What kind of comics do the guys like?
613,other,"Um, a little bit of everything. Mostly superhero stuff."
613,amy,"All right, well, who’s the best superhero?"
613,other,Shh! You can’t ask a question like that in here. Are you trying to start a rumble?
613,penny,"Well then, what do you recommend?"
613,other,"Well, uh, let’s see. You’ve got your basic clean-cut good guys, Superman, Spider-Man, Captain America. Then you have your darker anti-heroes, your Batman, your Wolverine, Punisher."
613,amy,"Ooh, I do love a bad boy."
613,penny,As evidenced by your boyfriend and his fear of hamsters.
613,other,"If I were you, I’d go for Fables number one. The artwork is sophisticated, it’s intelligently written, and it doesn’t objectify or stereotype women."
613,penny,"Ooh, Thor! He’s hot."
613,other,"Yeah, he kind of is."
613,raj,"And we’re blending, and we’re blending, and we’re done."
613,sheldon,"I know Mr. Data isn’t supposed to smile, but here it comes."
613,howard,"Come on, guys. Let’s do this."
613,leonard,"Yeah, I’m sweating my bald cap off."
613,howard,So what’s our first pose going to be?
613,raj,I say we begin with a classic Star Trek fight scene.
613,leonard,I’ll set the timer.
613,howard,"Sheldon, how is that a fight pose?"
613,sheldon,Mr. Data’s weapon is his mind. I’m wielding it.
613,raj,Phasers on the Borg! Charlie’s Angels.
613,howard,"Okay, what’s next?"
613,raj,"Now let’s do some sexy glamour shots. I’ll set the mood.  Oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, Yeah, nice one, oontz, oontz. That’s right. Oontz, oontz, oontz, oontz, oontz, oontz, oontz…"
613,howard,"Oh, my God. Leonard, someone’s stealing your car!"
613,leonard,"What? Hey, hey! Come back here!"
613,raj,Stop!
613,sheldon,Stealing is against the law!
613,leonard,I don’t believe this.
613,howard,Son of a bitch.
613,raj,"I’ll call 911. What, oh, no, my phone is in my other pants."
613,howard,"Oh, so is mine."
613,leonard,"Mine, too. Anybody got any ideas?"
613,sheldon,Nope. The only thing left to do now is assign blame.  Nice going.
613,leonard,What kind of a person steals another person’s car in broad daylight?
613,sheldon,What kind of person leaves his keys in the car?
613,leonard,I thought we agreed this was all Koothrappali’s fault.
613,sheldon,You’re right. Nice going.
613,howard,Car.
613,raj,What is wrong with people? Why don’t they stop?
613,sheldon,Maybe we’re better off. What if we were to get in a car with a crazy person?
613,leonard,"Look at us, Sheldon. We’re the crazy people."
613,sheldon,"Well, perhaps we should hold up a sign that assures passing motorists of our mental competence."
613,howard,Good idea. Why don’t you get started on that?
613,leonard,"Come on, let’s just start walking. There’s got to be a gas station or something nearby."
613,sheldon,"What, you think just because you’re wearing a captain’s uniform, you’re in charge?"
613,leonard,Yes.
613,sheldon,All right.
613,penny,"Hmm, okay, I’m done. How did you guys finish so fast?"
613,bernadette,"I don’t know, there were a lot of pictures, and one page only had the word brakkadoom!"
613,penny,"Yeah, well, I have street smarts."
613,bernadette,"So, what’d you guys think?"
613,amy,"Well, there was a lot of action."
613,penny,Mmm.
613,amy,"And the story moved along at a brisk pace. It was, overall, what’s the word I’m looking for?"
613,penny,Stupid?
613,amy,So stupid.
613,penny,I don’t know how Leonard can get so caught up in this.
613,bernadette,"It’s crazy, they spend hours arguing about things that don’t even exist."
613,amy,What a waste of time.
613,penny,I know. A hammer so heavy that no one else can pick it up?
613,bernadette,"I don’t think it’s heavy. It’s some sort of magic, so only Thor can lift it."
613,penny,"That makes even less sense, I mean…"
613,amy,"No, no, no, it doesn’t. Thor is a god. The hammer is his, only he can use it. It’s like Sheldon and his toothbrush. Or his thin, beckoning lips."
613,penny,"Okay, hang on, what if Thor’s hand is on the hammer? I mean, if he’s touching it with his god magic, does that mean I could lift it?"
613,bernadette,No.
613,amy,Yes.
613,penny,"Well, which is it?"
613,amy,Maybe we missed something.
613,bernadette,Let’s read it again.
613,penny,Okay.
613,amy,Yeah.
613,bernadette,You want some tea?
613,amy,Good idea. I’ll help you.
613,penny,"Wait, I thought we were reading."
613,amy,"We are. We’re just, uh, giving you a head start."
613,howard,I wish my mom was here. We could all hang out in her shadow.
613,raj,Wool pants in the desert. I feel like I’ve got poached testicles.
613,leonard,"Oh, you poor thing, you’re sweating. That’s so much worse than having your car stolen."
613,raj,Insurance is gonna buy you a new car. It’s not gonna de-funk my junk.
613,sheldon,"Gentlemen, a little less bellyaching. We’re Starfleet officers and a member of the Borg Collective."
613,leonard,"Please, Sheldon, I am so not in the mood."
613,sheldon,"Leonard, all our lives we have dreamed of finding ourselves inside one of the fantasy worlds we love. And look at us. At this moment, we are, in fact, a Star Trek landing party stranded in an alien and unforgiving environment, relying only on our wits, our fortitude and our moxie. As long as we have those things, nothing can stop…"
613,other,Nerds!
613,sheldon,I hate this planet.
613,amy,"It says right here on the hammer, whoever holds this hammer, if he be worthy, shall possess the power of Thor."
613,bernadette,"Hold on, who decides who’s worthy? Does the hammer decide?"
613,penny,Yes!
613,amy,No! It can’t decide. It’s a hammer.
613,penny,You said it’s a magic hammer.
613,amy,"Yeah, but, it can’t make decisions."
613,penny,"If Harry Potter’s wand can make decisions, why can’t Thor’s hammer?"
613,amy,"Okay, if you’re going to start comparing wands and hammers, I can’t even take you seriously."
613,sheldon,"Hello. Hello. Uh, uh, uh, four glasses of water, please. Anything for you guys?"
613,leonard,Can I use your phone? Our car got stolen.
613,other,Why don’t you ask Scotty to beam you up?
613,sheldon,"Scotty was on the original series, and we’re Next Generation. So, joke’s on you."
613,howard,We’re not with him.
613,amy,"You can’t pick something up in outer space. In space, there is no up."
613,penny,"Oh, yeah? Then how does the sun come up every day?"
613,amy,Hard to argue with those kind of street smarts.
613,bernadette,Leonard and Sheldon have boxes of comics across the hall. Why don’t we go look at those?
613,penny,"Oh, great. Yes. And then you will see, I am not wrong, because if we were in outer space, then anyone could pick up the hammer because it would be floating around in a weightless environment. Yeah, that’s right, the slow reader used science. Suck on that."
613,other,Was there anything valuable in the car?
613,leonard,"Our clothes, our wallets, phones."
613,raj,"And about three hundred dollars worth of makeup, so this thief could look like anyone right now."
613,other,Makeup? Sure.
613,leonard,"Uh, we’re going to the Comic-Con in Bakersfield. They have a big costume contest. It’s cooler than it sounds."
613,other,"I don’t know, sounds pretty cool."
613,raj,"It, it is. It’s not just comic books. They’ve got action figures, toys, a Tron-themed dance party."
613,leonard,"Okay, he gets how cool it is."
613,other,I think I have all I need here. You guys need me to call someone? I’m guessing your moms?
613,leonard,"Thanks, but we’ve got it covered."
613,howard,"Okay, I just talked to my mom. She arranged for us to get a rental car."
613,raj,Great. We can still make it to Comic-Con.
613,leonard,"Are you kidding me? After all we’ve been through, I just want to go home."
613,raj,"Don’t be like that. Come on, Howard, talk to him."
613,howard,I’m with Leonard. I’m done.
613,raj,"Fine, then I guess it’s two against two. How do we decide?"
613,sheldon,"Actually, it’s three against one."
613,raj,What? What about the mission? You said we were a real-life landing party.
613,sheldon,"Yeah, well, we’re not. We’re an imaginary landing party who had real-life garbage thrown at us by real-life strangers who think we’re idiots. And to tell you the truth, I’m starting to feel like one. I want to go home now."
613,raj,Okay. Did we at least rent the car from Enterprise? Get it? Enterprise? Screw you. That’s funny.
613,bernadette,"Well, what if the Hulk picked up Thor while Thor is holding the hammer?"
613,amy,Yeah?
613,bernadette,"Then by the transitive property of picking things up, Hulk picked up the hammer."
613,amy,"No. Hulk picked up Thor, Thor picked up the hammer."
613,penny,"Okay, hang on. If I go to a bar and pick up a guy, and he picks up a girl, and then we all leave together, did I pick up the girl?"
613,amy,Did that ever happen?
613,penny,"Hey, are we talking about me or are we talking about Thor?"
613,sheldon,"Well, I say that’s the last time we ever go outside."
613,amy,"Look, right here. Red Hulk is picking up Thor’s hammer ’cause Thor’s touching it."
613,penny,"No, it’s because they’re in space. He’s really just touching the strap."
613,amy,The strap is part of the hammer.
613,bernadette,"No, it’s not!"
613,raj,Are they actually arguing about comic books?
613,leonard,"No, that can’t be right."
613,howard,Maybe Thor’s Hammer is a new colour of nail polish.
613,bernadette,Then Red Hulk must be worthy.
613,penny,How could Red Hulk be worthy?
613,bernadette,You don’t know his life.
613,sheldon,There’s only one logical explanation. Somewhere in the desert we crossed into an alternate dimension where the women in our lives can finally appreciate great literature.
613,raj,"If it’s an alternate dimension, sounds like a job for a landing party."
613,sheldon,"Captain, what are your orders?"
613,leonard,I say we investigate.
613,sheldon,Wait. They might be hostile.
613,leonard,"Fine, but set them to stun. If we vaporize Penny, I’ll never find a girlfriend that pretty again."
613,other,"Fun fact, President Eisenhower signed the Federal Aid Highway Act from his hospital room."
613,other,"Wow, that is interesting."
613,other,You learn something new every day.
613,other,"Say, can you name the four state capitols that are not served by the interstate system?"
613,other,"Ooh, another quiz."
613,other,Yes!
614,leonard,"Sheldon, your food’s getting cold."
614,sheldon,"I’ll eat later. Right now, I’m suckling at the informative bosom of mother physics."
614,penny,It’s hot when Sheldon talks dirty.
614,raj,"So, I found this Web site where you send them pictures, they sculpt your head and make an action figure out of you. How awesome is that?"
614,howard,Let me see.
614,raj,"Yeah, you can pick your wardrobe. You can even choose your accessories."
614,howard,"Leonard, you can get a little asthma inhaler."
614,leonard,"Oh, this is neat. Think about all the action figures we’ve bought over the years. It would be kind of cool to have ones that look like us. Don’t you think?"
614,penny,"Yeah, if that’s your idea of what’s cool, you should get one."
614,leonard,"Yeah, so, I’m out."
614,raj,"What do you think, Sheldon? Want an action figure that looks just like you?"
614,sheldon,Would it come with Kung-Fu grip?
614,raj,No.
614,sheldon,Don’t waste my time.
614,leonard,You get that these are personalised action figures.
614,penny,"Honey, if you want one, just get one."
614,howard,"You’re still out, right?"
614,leonard,Yep.
614,sheldon,"A hush falls over the crowd as Cooper studies the board. He makes his move. He’s dividing both sides by I. He’s adding back the coefficient. He has a value for P. He’s plugging that back in. He takes the derivative, and he solves the equation. The crowd goes wild. Nobel! Nobel!"
614,other,Cooper?
614,sheldon,Nobel. Kripke. Don’t look at my board.
614,other,What’s that?
614,sheldon,"That’s a drawing of a really cool train. Don’t look at that, either. What do you want?"
614,other,I have some bad news. You’re working on a gwant pwoposal fow a new fusion weactow. I’m working on a gwant pwoposal fow a new fusion weactow. The university is only awowed to submit one pwoposal.
614,sheldon,"So they asked you to pack up your things and ship out. That’s hard cheese, Barry. You’re one of the good ones."
614,other,"No, they’re making us work together."
614,sheldon,That’s ridiculous. I am one of the great minds of our generation. I work on a level so rarified you couldn’t even imagine it. I said stop looking at my cool train!
614,leonard,Hmm. Kind of a strange place to put a picture of you and Bernadette.
614,howard,"Well, I wanted everybody to know I love my wife. And nobody to know I forgot to turn off the laser."
614,raj,They’re here. Our action figures have arrived. This is the best five hundred dollars I’ve ever spent.
614,leonard,A thousand dollars on action figures? How can you afford that?
614,howard,"Easy. His family’s loaded, and Bernadette has a great job. My wife came with both fun bags and money bags."
614,raj,"Say hello to an exact scale model of me. Oh, I’m not dark chocolate. I’m melt-in-your-mouth caramel."
614,howard,"Oh, man. Look at my nose."
614,leonard,Maybe it’s a shipping problem.
614,howard,What?
614,leonard,Yeah. Maybe Wesley Snipes and Toucan Sam just got action figures that look like you guys.
614,raj,This sucks.
614,howard,I can’t believe I wasted all that money.
614,leonard,"Aw, and my girlfriend wouldn’t let me get one. Look at my face. Do I look smug? I feel smug."
614,penny,I hate it when you make me sit through all the credits.
614,leonard,"Well, sometimes there’s a secret ending, like in The Avengers."
614,penny,"Yeah, but I don’t think that’s going to happen in a documentary about the Holocaust."
614,leonard,"They could show bloopers. Oh, no."
614,penny,What is that?
614,leonard,"That is Sheldon’s “I’m unhappy and about to destroy the planet” music. Come on, let’s just go to your place."
614,penny,"Well, wait, if he’s unhappy,shouldn’t we talk to him?"
614,leonard,Shouldn’t we talk to him? Have you learned nothing in six years?
614,penny,"You doing okay, sweetie?"
614,sheldon,"There is ominous music playing, and there is an afghan over my head. I don’t know where you’re from, but where I’m from, that means I’m not doing okay."
614,leonard,Want me to make you some tea?
614,sheldon,Tea is for when I’m upset. I’m not upset. The university’s forcing me to work with Kripke. I’m outraged.
614,leonard,"So, cocoa?"
614,sheldon,"Yes, cocoa. Do you have any idea what it’s like to be paired with someone who’s so incredibly annoying?"
614,leonard,"Oh, teacher! Me! Me!"
614,sheldon,"See, I did all this great work, and now he’s just going to come along and ruin it. I am angrier than ever and filled with despair."
614,penny,What beverage do you make for that?
614,leonard,"Oh, no, no, no, I know this. Uh, hot apple cider with cinnamon sticks?"
614,sheldon,"Yes, hot apple cider with cinnamon sticks!"
614,other,"What the fwig, Cooper? We were supposed to meet in my office a half an hour ago."
614,sheldon,"And yet, now you’re in my office. Point, Cooper. Welcome to the Thunderdome, Kripke."
614,other,We agweed to exchange copies of our work. Let me see yours.
614,sheldon,Why don’t you show me yours first.
614,other,You think I just few off the turnip twuck? We exchange at the same time.
614,sheldon,How do I know you’re not going to take my ideas and publish them as your own?
614,other,How do I know you’re not going to do that with mine?
614,sheldon,"Because I’m not interested in getting published in Mad magazine. Zingers fly fast in the Thunderdome, Barry."
614,other,"Are we going to do this or not? Thank you. So, we wead each other’s work, meet again tomowow?"
614,sheldon,Fine.
614,other,Nice twy. This is bwank paper.
614,sheldon,And I am sure it’s still more valuable than whatever’s in here.
614,other,"Cough it up, Cooper."
614,sheldon,Very well.
614,other,"If this one’s bwank, too, I’m going to be fuwious."
614,sheldon,Fine.
614,raj,You! Always bet on black.
614,howard,Get that waste of money out of my face.
614,raj,"It’s only a waste of money if we don’t play with them.  He’s right, dawg."
614,howard,"Please, I’m working."
614,raj,"You know, there is a way we can get action figures to look exactly like us."
614,howard,"Oh, yeah? How’s that?"
614,raj,"Two words, 3-D printer. Wait, maybe it’s three words. No, hang on. Okay, one word, a letter and a number and maybe a hyphen. 3-D printer."
614,howard,I have always wanted a 3-D printer.
614,raj,"Of course you have. They’re an engineer’s dream. Anything you can design, a 3-D printer can make out of plastic."
614,howard,"Yeah, but they’re so expensive."
614,raj,"Oh, come on. You deserve one. You’ve worked hard to find a woman who makes a lot of money."
614,howard,"Well, the prices have been coming down."
614,raj,"Oh, true. They’re practically giving them away. You know, in exchange for money."
614,howard,"And we can make stuff we need for work with it. Prototypes of my CAD/CAM designs, specialized tools…"
614,raj,Not to mention Malibu Koothrappali and his totally bitchin’ dream house.
614,howard,We don’t need Malibu Koothrappali’s dream house.
614,raj,"Really, smart guy? Where’s he supposed to park his sweet little Corvette?"
614,amy,"The monkey in my tobacco study has taken to smoking a pipe. I’m supposed to remove his brain to examine, but it’s hard because now he reminds me of my uncle. You’ve been awfully quiet tonight. Is everything okay?"
614,sheldon,I’m fine.
614,amy,"All right, well, how was work today? Did you exchange your research with Kripke?"
614,sheldon,Yes.
614,amy,"Sheldon, what’s going on?"
614,sheldon,"I read his research, and, it’s leaps and bounds ahead of mine. Which means the mommy of the smartest physicist at the university is not my mommy as I had thought. It’s his mommy."
614,amy,"Sheldon, I wish there was something I could do to make you feel better. May I offer you a consoling hug?"
614,sheldon,What do we have to lose?
614,amy,How’s that?
614,sheldon,I feel like I’m being strangled by a boa constrictor. Why’d you stop?
614,leonard,"Come on, Sheldon, we’re going to be late."
614,sheldon,I can’t go in today. I’m sick.
614,leonard,You’re not sick. You just don’t want to face Kripke.
614,sheldon,"No, look."
614,leonard,128.
614,sheldon,See?
614,leonard,"What did you do, put this in your tea?"
614,sheldon,"Oh, dear. Now I’m not even smarter than you."
614,leonard,"Sheldon, Kripke’s not smarter than you. You just got stuck on a wrong path. Happened to Einstein. He got stuck on the unified field theory for decades."
614,sheldon,"Oh, don’t play the Einstein card. His great breakthroughs happened when no one knew anything. So everything was a great breakthrough."
614,leonard,"Sheldon Lee Cooper, I do not have time for this nonsense. Now, go put your clothes on, get in the car, and lets go to work."
614,sheldon,"All right, geez. What a grouch."
614,leonard,How did I do that? I got to remember how I did that.
614,howard,"Do you realize, by owning a 3-D printer, we are reclaiming the manufacturing process and taking jobs back from sweatshops in China?"
614,raj,I think this thing was made in China.
614,howard,"Eh, what can you do?"
614,raj,"Ooh, I, I think it’s done. Oh, it worked. We printed a whistle."
614,howard,Amazing. You realize these things go for 25 cents a pop at a party store.
614,raj,And we made it in only three hours. Sounds just like store-bought.
614,howard,"Okay, give me a superhero pose, and I will scan you into the computer for your action figure."
614,raj,"Oh, I wish I was in better shape."
614,howard,Stop holding your stomach in. I’ll give you a six-pack with the computer.
614,raj,"Oh, okay, great. Now I can look like Val Kilmer as Batman instead of Val Kilmer as he looks today."
614,howard,"All right, you can suck it in a little bit."
614,other,"Cooper, we have a pwobwem. Your work is weawy not at a wevew I expected it to be."
614,sheldon,"I know. Go ahead, mock me. Just use small words so I understand."
614,other,Don’t pway dumb with me. We both know what your pwobwem is.
614,sheldon,We do?
614,other,You have a girlfwiend.
614,sheldon,So?
614,other,"So my work would suffew, too, if I was getting waid all the time."
614,sheldon,Yes. That is the reason. My work is suffering because of all the laid I’m getting.
614,other,You wucky bastard.
614,sheldon,"What can I say, you know? She enjoys my genitals. I am giving them to her on a nightly basis."
614,other,"Okay, stop bwagging. You had some bwiwiant insights in here, but if we’re gonna make this work, you need to buckew down and focus."
614,sheldon,"I’ll do what I can. But it’s not going to be easy, because when I’m with Amy and our bathing suit areas mush together, boy howdy, is it magic"
614,howard,"Oh, good, you’re home. Got a little surprise for you."
614,bernadette,What?
614,howard,Say hello to my little friend.
614,bernadette,"Oh, my God. That’s so cute. I didn’t think there could be a smaller version of you."
614,howard,"I know, right? And, thanks to photographs and a little 3-D modeling, here comes the bride."
614,bernadette,"Oh, Howie, I love these."
614,howard,I thought you might.
614,bernadette,Were they expensive?
614,howard,Didn’t cost a thing. I made them myself.
614,bernadette,How?
614,howard,"Koothrappali and I bought a used 3-D printer for $5,000."
614,bernadette,"$5,000 for a couple of dolls? Are you out of your mind?"
614,howard,Not just for a couple of dolls. For as many dolls as we want. And whistles.
614,bernadette,"At any point, did it dawn on you to talk to me about spending this kind of money?"
614,howard,It’s kind of dawning on me now.
614,bernadette,"I don’t believe you. Howie, we can’t afford to waste money on junk like this."
614,howard,What are you talking about? We make plenty of money.
614,bernadette,I make plenty of money. You make peanuts.
614,howard,"Yes, but we’re married now. That means, when you get sick, I take care of you. And when you make a bunch of money, I get to buy stuff. Sorry if you don’t like it, but that’s how love works."
614,bernadette,"No, here’s how love works. You’re gonna return the machine, or you can print out a working set of lady parts and sleep with those. Oh, my God! Are you actually thinking about it?"
614,penny,"All right, I don’t understand. Why didn’t you just tell Kripke the truth?"
614,sheldon,"Because the truth made me look bad, whereas a ridiculous bald-faced lie makes me look good. Anyway, if Kripke asks, tell him my coitus with Amy is frequent, intense and whimsically inventive."
614,leonard,Is my coitus whimsically inventive?
614,penny,"That is what I write on the bathroom walls. For a whimsically inventive time, call Leonard Hofstadter."
614,leonard,"I know you’re joking, but I’d be okay with that."
614,penny,"Yeah. Sheldon, can I ask you a question?"
614,sheldon,Of course.
614,penny,You ever going to sleep with Amy?
614,sheldon,That’s awfully personal.
614,leonard,We don’t ask Sheldon things like that.
614,penny,"Maybe you don’t, I do. What’s the deal?"
614,sheldon,"Well, word around the university is I’m giving her sex organs a proper jostling."
614,penny,"All right, come on, be serious. Look, you guys have been going out a long time. She would clearly like to have a physical relationship with you, so what are you doing?"
614,leonard,"All right, we’re down the rabbit hole. What are you doing?"
614,sheldon,"Well, first of all, I’m quite fond of Amy."
614,penny,Then what’s the problem?
614,sheldon,"Penny, all my life, I have been uncomfortable with the sort of physical contact that comes easily to others, hand-shaking, hugging, prostate exams. But I’m working on it, you know? Just recently, I had to put VapoRub on Amy’s chest. A year ago, that would have been unthinkable."
614,leonard,Now you know how I feel when I have to put it on you.
614,penny,Okay. Hang on. Are you saying someday you and Amy might actually get physical?
614,sheldon,It’s a possibility.
614,penny,"Oh, my God!  Sheldon, I know this wasn’t easy for you, and I’m really glad we could have this conversation."
614,sheldon,Fine.
614,penny,"Oh, my God!"
614,leonard,Ow!
614,raj,Are you sure you want to do this? Give up your half of the 3-D printer?
614,howard,Yes. And can you please make that out to Bernadette? I was taken off the joint account until I learn the value of money.
614,raj,"Wow, that’s harsh."
614,howard,Tell me about it.
614,raj,Aren’t you gonna eat lunch?
614,howard,"Nah, I blew my food allowance on Pokemon cards."
614,sheldon,"Well, the equation balances, but it’s certainly not elegant."
614,other,Whatever. You get any wast night?
614,sheldon,Yes.
