episodes,speakers,dialogue
102,rachel," Yeah, you started it! I've got  to chill."
102,joey," Look, we probably should have  talked to you about this before it ever happened, but.."
102,rachel," We feel so terrible about this,  Ross."
102,joey," Yeah, but it did happen, so..."
102,joey, Ross?
102,rachel, Ross?  Can we just  close the door? OPENING CREDITS
102,rachel," Ross, say something. Anything."
102,ross, So you two are..?
102,joey, Yeah.
102,ross, And have you .. ed?
102,joey," No, no, no!"
102,rachel," No, no, no!"
102,ross," But if I hadn't walked in here,  would you..?"
102,joey, Probably.
102,joey," No, no!"
102,rachel," Ross, this is not how we wanted  you to find out about this. You have every right to  go nuts."
102,ross, I'm not going nuts. Do you see  me go nuts?
102,rachel," No, but you know what I mean."
102,ross," Hey, hey, hey... If you two are  happy, then I'm happy for you.  I'm fine!"
102,joey, Really?
102,ross," Absolutely.  I'm  fine. I'm not saying I wasn't a little surprised to  see you guys kissing. I mean, at first I was like.. "
102,joey, Ross..
102,ross," It's all working out! Me &  Charlie, and you two. You know what we should do?"
102,rachel, Calm ourselves?
102,ross," No. We should all have dinner.  Yes, we'll do it tomorrow night. I'll cook!!"
102,joey," Look, don't you think that will  be a little weird?"
102,ross," Weird? What? What's weird? The  only thing weird would be if someone didn't like Mexican  food, because I'm making fajitas!! "
102,joey, I do like fajitas.
102,monica," God, this adoption stuff is  so overwhelming. There's inter-country adoption, dependency  adoption.. There are so many ways to go, and this is  like the biggest decision of our lives."
102,chandler, There's a hair in my coffee.
102,phoebe, Hey guys!
102,monica, Hey.
102,phoebe," Hey, have you seen Frank Jr.,  'cause he's meeting me here with the triplets."
102,chandler," You know, it's funny. Every  time you say """"triplets,"""" I immediately think  of three hot blonde 19-year olds."""
102,monica, That's sweet. Drink your hair.
102,phoebe," Hey, what's all this stuff?"
102,monica," Oh, they're brochures from different  adoption agencies."
102,phoebe," Ooh, babies! Oh, this one is  so cute, get this one!"
102,monica, That's not really how it works.
102,phoebe," Oh, how does it work?"
102,monica, I don't know!
102,phoebe," Well, if you're having a hard  time, you should talk to my friends, Bill and Colleen.  They adopted a kid. I'm sure they'd help you."
102,monica," Thanks, that would be great.  Hey, honey, wouldn't that be great?"
102,other," Alright, alright, alright.  Remember what we talked about. When we're in a public  place, there are certain rules."
102,other, That's not what we talked  about!!
102,phoebe, Hey!
102,other, Hey.
102,phoebe, Good to see you.
102,other," Good to see you, too."
102,monica, Hi Frank.
102,other," Hi, how you doin'?"
102,monica," Oh, my goodness, they've all  gotten so big!"
102,monica, Which one is which again?
102,other," Oh, that's Frank Jr. Jr.  pulling the tampons out of the lady's purse. And that's  Chandler climbing on Chandler, and that's Leslie throwing  bagels at him."
102,monica," """"Willing  to adopt triplets?"""" No!"""
102,joey," Ah, can I just say I know we're  doing this for Ross, and that's cool, but if it was  up to me, this is not what we'd be doing on our first  date."
102,rachel," Well, what would we be doing?"
102,joey," I'd take you out for a romantic  night. Some champagne, fancy dinner, feel you up on  the carriage ride home..."
102,rachel, Feel me up?
102,joey, In a carriage!
102,joey," Hey, Charlie!"
102,rachel, Hey.
102,other," Hi, hi. So.. Dreading this?"
102,rachel," Oh, you bet."
102,joey," So, did you bring a little something  for Ross?"
102,other, Actually.. It's stuff you left  at my apartment.
102,joey," Oh. Oh, thanks."
102,other," And you know, you can just  give me my stuff whenever you want."
102,joey," Yeah, I didn't throw any of that  out.."
102,ross, I thought I heard voices! Hi Charlie! 
102,rachel," Okay, well, we brought you some  wine."
102,ross, Oh! That is so thoughtful. 
102,joey," Uh, actually, that's.."
102,ross," Underwear, a toothbrush, and Van  Halen CD. I can use all these things!!"
102,other," Gosh, Ross, you know, you seem  a little..."
102,ross, What? Fine? Because I am! Aren't  you? Aren't you? Aren't you? You see? Who else is fine?
102,joey," Okay, listen, hey, Ross. Why don't  you try to relax, okay? Maybe have a drink."
102,ross, You know what? That is a very  good idea. I'm gonna go make a pitcher of Margaritas.
102,phoebe," Oh, god. So adorable. Look at  them sleeping there like angels."
102,other," Yeah, I really cherish these  moments, 'cause before you know it, they're gonna be  awake again."
102,phoebe," Well, they may be a handful,  but they're so cute."
102,other, Yeah.
102,phoebe," Oh, god, the last time I babysat  them, they did the funniest thing.."
102,other, I haven't slept in four years!
102,phoebe," That's a, that's a long time."
102,other," You just don't know how hard  it is, Phoebe. There's just so many of them. You know,  two I can handle. Two's great. You just hold one in  each hand, but what do I do when the third one runs  at me with his bike helmet on. I've got no more hands  to protect my area! There's three of them, Phoebe, three!"
102,phoebe," Yeah, I know, Frank. I counted  them when they were coming out of my area."
102,other," Sometimes I think that..  Oh, no, no, no, I can't say it, it's too horrible. No."
102,phoebe, What?
102,other," No, I can't."
102,phoebe," Oh my god, Frank, are you thinking  of leaving? Because I didn't have those triplets so  you could just run out on them!"
102,other," Oh, no! I would never do  that. No. I just was thinking that, you know, maybe  you could take one."
102,phoebe, What?! You can't separate them!  That's terrible. Which one?
102,monica, Thank you so much for seeing  us. Phoebe has told us such great things about you guys.
102,other," Oh, please, we're happy to  help."
102,other, We went through the same thing  when we were adopting.
102,chandler," So, a lot of malfunctioning  wee-wees and hoo-hoos in this room, huh?"
102,chandler," I mean, you have a lovely  home."
102,monica," Well, we appreciate anything  you can tell us."
102,other," Well, actually, I think this  might help."
102,other, It's pretty much all the information  you need.
102,monica, Oh my god!
102,other," Everything is broken down into  categories, and then cross-referenced, and then colour-coded  to correspond with the forms in the back."
102,monica, Thank you.  I  think I just had a tiny orgasm.
102,other," I know the process is frustrating,  but it's so worth it. Adopting Owen was the best thing  that ever happened to us."
102,chandler, That's great.   Can I see the book?
102,chandler," You want me to wash my hands  first, don't you?"
102,monica, It's.. It's just so pretty and  white.
102,other," The bathroom is down the hall,  to your left."
102,other, I would have told him to do  it too.
102,monica, Can I adopt you?
102,chandler," Hey, you must be Owen."
102,other, Yeah.
102,chandler," I'm Chandler. Hey, I was in  the scouts too."
102,other, You were?
102,chandler," Yeah, in fact my father was  a den-mother."
102,other, Huh?
102,chandler, You know how to use a compass?
102,other, I have a badge in it.
102,chandler, You do? That's fantastic!
102,other, You wanna see it?
102,chandler," I'd love to, but I gotta get  back to talking to your parents. They're telling us  all about how they adopted you."
102,other, What?!?
102,chandler, What?
102,other, I'm adopted?
102,chandler, I got nothing.
102,ross," The first batch of margaritas  was not so great, but the second batch is gooooood."
102,rachel," Well, maybe the next batch,  we could all get some."
102,ross," Oh, guys, this is fun, isn't it?  You know? Just the four of us. Just hangin'."
102,joey," Dude, are you okay? And when are  the fajitas gonna be ready?"
102,ross," I'm fine! Hey, I'm great! I'm  just.. I'm just proud of us. There's no weirdness, no  tension."
102,rachel, No awareness.
102,ross," We make a great foursome. We should  do more stuff together. Ooh! Let's take a trip. Okay,  where do you think we - we can go?"
102,ross, My fajitas!!
102,rachel," Look, Charlie, I just want you  to know. Ross is just having a little trouble adjusting  to the thought of Joey and me. You know, he normally  doesn't drink like this."
102,other," Oh, you know what? This is  nothing. My father is a raging alcoholic."
102,other," Oh, I'm sorry, have I made  this evening uncomfortable?"
102,ross," Fajitas! Be careful, very hot  plate, very hot plate!!"
102,rachel," Ross, you don't even have oven  mitts on!"
102,ross, That is gonna hurt tomorrow!
102,phoebe," Okay, well, this is crazy. Can't  seriously be talking about me taking one of your kids,  can we?"
102,other," No, of course we're not."
102,phoebe, Insane.
102,other, I know.
102,phoebe," Alice would never go for it,  right?"
102,other," Oh, I don't know, she's pretty  tired, too, I think we've got her onboard."
102,phoebe," Well, just you know, for argument's  sake, you know, hypothetically. Which one would you  be willing to give up?"
102,other, Huh.
102,phoebe, Frank Jr.Jr.?
102,other," Oh, you'd be getting a really  good one. I mean, you know, he's really funny. Like,  the other day he made up this joke."
102,phoebe, Uh-huh.
102,other," What's green and says """"hey,  I'm a frog""""? A talking frog!  Oh, no,  you can't have him, he's too funny."""
102,phoebe," Well, alright, that's fine.  What about Leslie?"
102,other," Oh, no, no. Not Leslie. No,  she's, she's the only one that knows how to burp the  alphabet."
102,phoebe," Alright, so that leaves Chandler."
102,other," Oh, no, no, you can't have  Chandler, no. No, no. She's my little genius. I got  big hopes for her. She's gonna be a doctor or a realtor.."
102,phoebe," Wow, Frank. I think we just  ran out of kids."
102,other," Oh, I think you're right.  Oh, wow. Phoebe, I don't think I can give one of them  up. I mean, you know, they drive me crazy, but they're  my babies."
102,phoebe," I'm sorry, Frank. I didn't realise  things were so bad. You know, I'll help out more. I  can - I can babysit any time you want. You name the  day, and I'll be there."
102,other, How about tomorrow?
102,phoebe," Well, that's not good. But you  know, I can move some stuff around, and I'll be there.  You and Alice just take the whole day together."
102,other, You'd do that for us?
102,phoebe, Are you kidding? That's what  sisters are for.
102,other," Look  at them! Aw. I love you so much.  Oh crap, don't wake up, don't  wake up!"
102,chandler, Where are Bill and Colleen?
102,monica, They're in the kitchen getting  something to eat. Can you believe how nice they are?
102,chandler, We have to leave!!
102,monica, Why? What did you do in the  bathroom?
102,chandler," I didn't get to the bathroom.  I bumped into Owen on the way, and he didn't know he  was adopted. And there's a slight chance I may have  told him."
102,monica," Oh my god, where's my purse?  No, you know what? I can replace everything in there.  Get that binder, and let's go!"
102,other, Hey.
102,other," Some little snacks for everybody.  Oh, you don't have to eat the sour worms. Those are  for Owen."
102,other," I'll go get him in a second.  By the way, you should know we haven't told him he's  adopted yet."
102,chandler, But kids are so intuitive.  Don't you think on some level he already knows?
102,other, I'm adopted?!
102,chandler, See? Intuitive!
102,other, What? Where did you hear that?
102,other, He told me! And he paid me 50  dollars not to tell.
102,chandler, Which technically now you  should give back!
102,other, You told him he's adopted?
102,chandler," I'm so sorry, but you should  have a sign out there or something. Or at least whisper  it to people when they come in the door. """"Owen  doesn't know he's adopted, and he also thinks that Santa  is real."""""""
102,other, He isn't?!
102,chandler," We have to get  out of here, baby!"
102,ross, Everyone? I would like to make  a toast to Rachel and Joey.
102,rachel, Ooy.
102,ross," And to love. Ah, love. L-O-V-E,  love. L is for life. And what is life without love?"
102,rachel," Oh my god, are we supposed to  answer?"
102,ross," O is for """"oh, wow!""""  The V is for this very surprising turn of events, which  I'm still fine with by the way. E is for how extremely  normal I find it. That you two are together. And now  one day you might get married and have children of your  own."""
102,joey," Dude, are you okay?"
102,ross, Totally.
102,rachel," Ross, you don't seem okay."
102,ross," I'm sorry,  it must be the pressure of entertaining. I think everyone  would feel better if we had some flan."
102,other," Wait, Ross. Ross. I - I have  to take off."
102,ross, No!
102,other," I'm sorry, I have a really  early class in the morning, but this has been lovely."
102,ross, Wasn't it? And you thought it  would be awkward with Joey and that you never really  liked Rachel.
102,other," You're on fire! I'll call you  in the morning, okay?"
102,ross, Okay.
102,other, Alright.
102,other," God, Rachel, what Ross just  said that is just so.."
102,rachel," Oh, that's okay, girls tend  not to like me."
102,other, Bye.
102,ross," Okay, I guess it's just flan for  three! Hey, hey, that rhymed!"
102,rachel," You know what, Ross? I think  we're gonna take off too."
102,ross," Oh, oh. Of course. God, I'm so  stupid. You guys are a couple now. I mean, you probably  just want to be alone."
102,rachel," No, no, it's just that it's  getting late..."
102,ross," Hey, hey, it's fine. It's totally  fine. We've got plenty of margaritas. It's all good."
102,ross, I don't even know what that's  for.
102,joey, You know what? I think I'm gonna  stay here and make sure he's okay.
102,rachel," Yeah, that's probably a good  idea."
102,joey, Yeah. I'll see you in the morning.
102,rachel," Uh-huh. Okay. You know what,  Joey, I don't think he's ever gonna be okay with this."
102,joey," It doesn't look good, does it?"
102,joey, Morning. Here you go.
102,ross, Thanks. Did you stay here all  night?
102,joey, Yeah.
102,ross, So you took off my pants and shoes?
102,joey," No, no, no. You actually did that  when you were dancing to the Chicago-soundtrack. Look,  Ross, about, about Rachel and I. Listen, you don't have  to worry about that, okay? Because nothing is gonna  happen."
102,ross, What do you mean?
102,joey," Well, she and I said from the  beginning that we weren't gonna do anything unless you  were okay with it. And clearly.."
102,ross," Hey, what are you talking about?  I'm fine!"
102,joey," It's okay, Ross, alright? I totally  understand. Of course you're not fine. You're.. You're  Ross and Rachel."
102,ross," Except we're not. I mean, we haven't  been a couple in like, six years. Oh my god, is that  right? Has it been that long?"
102,joey," That's what I hear, yeah."
102,ross," This is crazy. I mean, six years?  And because of me you guys aren't gonna be together?  Can I ask you something? Really, what is this thing  with you and Rachel?"
102,joey," Come on, I mean, you know me,  you know..."
102,ross, Joey.
102,joey, I'm crazy about her.
102,ross, And she feels the same way?
102,joey, I think so.
102,ross," Well, then, maybe it's time we  all moved on."
102,joey," Yeah, but, Ross, I mean, you're  not okay with it."
102,ross," No, but I wanna be. Hey, I will  be. Besides, I'm with Charlie, right? Oh my god, I'm  still with Charlie, aren't I? I mean, she didn't see  the dance, did she?"
102,joey," No, no, no, no, that was - that  was just for me. Are you sure about this?"
102,ross," Yeah, I'm sure."
102,joey, And we're okay?
102,monica," Hey, Phoebs"
102,phoebe, Hey.
102,monica," Uhm, we just wanna give you  a heads-up. Bill and Colleen hate us."
102,chandler," Owen didn't know he was adopted,  and Monica told him."
102,monica, What?
102,phoebe," Still, he had to find out sometime."
102,chandler," Yeah, but how would you like  it if someone told the triplets that you gave birth  to them?"
102,chandler, I'm gonna go tell Emma she  was an accident.   THE END Crazy For Friends is best viewed at  800x600 with Internet Explorer 6.0. Contact Nikki here.
103,chandler," So, you and  Rachel tonight, uh?"
103,joey, Yeah. It's actually  our first official date 
103,chandler, Wow! So tonight  may be the night! You're nervous?
103,joey," Naa, no. This is  the part I'm actually good at."
103,chandler, What must it  be like not to be crippled by fear and self-loathing.
103,joey,  It's OK!
103,chandler, How can you  be so confident?
103,joey," Well, I... I know  exactly what I'm gonna do!"
103,chandler, Really? Like  you have a routine?
103,joey," No, no no no no.  See. Each woman is different.You have to appreciate  their uniqueness."
103,chandler, Really?
103,joey," No, I do six things!  First, I look deep in her eyes. Then, I kiss her.  Next I take my hand and I softly graze her thigh."
103,chandler, You mean like  this? 
103,joey," NO! Not like that,  no no. No, like this. "
103,chandler," Oh, I see what  you mean, that's quite nice. "
103,joey, More foosball?
103,chandler, ...and beer!! OPENING CREDITS
103,monica,  Hey!
103,ross, Hey!
103,monica, 
103,ross,  WOW!
103,chandler, Hey! Stop staring  at my wife's legs! No no! Stop staring at your sister's  legs!
103,ross," I'm sorry, it's  just... how did you get so tan?"
103,chandler, She went on  one of those spray-on tan places.
103,ross," Eh, you got a spray-on  tan?"
103,monica, Chandler gets  pedicures!
103,ross,"  Why,  why you do, like with the-the toe separators?"
103,chandler,   Why...why?
103,ross," Still, I can't  believe that's sprayed on... I mean, it looks really  good. I wonder if I should get one!"
103,chandler," Sure, then  you should get a mini skirt so you can really show  it off."
103,ross," So, do you get  colours or just French tips?"
103,monica, There. Here's  their card.
103,ross, Thanks. 
103,phoebe, Hey!
103,chandler, Hey Pheebs!
103,monica, Hey Phoebe!
103,phoebe," Oh, you won't  believe who moved back to town."
103,monica," I know, Amanda!  Ah! She called me too! She's the worst!"
103,chandler, Who's Amanda?
103,monica," She's this girl  who used to live in the building before you did. Then  she moved to England and she picked up this fake British  accent. On the machine this is her message.  """"Monica,  darling! It's Amanda calling!"""""""
103,chandler, Are you trying  to do a British accent?
103,monica,   Chandler gets pedicures!
103,chandler," Just so I know,  how many more of those can I expect?"
103,phoebe," You know what  Amanda said to me when she got me on the phone?  """"Oh, so sorry to  catch you on your Mo-Bile!"""" If-if you don't wanna  get me on my mo-Bile, don't call me on my mo-Bile!"""""""
103,monica," I know, and she's  always bragging about all the famous people she's  met."
103,phoebe," Oh, I know! """"Oh...I  slept with Billy Joel"""". All right, who hasn't?"""
103,monica," Oh, what are  we gonna do! I don't wanna see her!!"
103,phoebe," Ugh, Let's just  cut her out!"
103,monica, What?
103,phoebe, Cut her out of  our lives! Just ignore her calls and dodge her 'till  she gets the point!
103,monica," Oh, I guess we  could try that, but... it seems so harsh!   Have you ever done that?"
103,chandler," No, had it  done to me though. Feels good !"
103,other," Alright Mr. Geller! Right this way! So,  how dark do you wanna be? We have one, two or three. "
103,ross," Well... I like  how you look, what are you?"
103,other, Puerto Rican.
103,ross," Two, I think a  two."
103,other," You've got  to face the red light. When the red light goes on  the spraying is about to start so close your eyes.  When the spraying stops, count to five. Pat yourself  down to avoid drip marks then turn around so we can  get your back. Got it?"
103,ross," Spray, count, pat,  then turn, spray, count and pat."
103,other," Wow, you catch  on quick."
103,ross," Well, I have a  PhD, so... "
103,ross," One Mississipi,  two Mississipi, Three Mis..."
103,ross, You sprayed my  front twice!
103,other, You've never  turned?
103,ross," No, I barely even got to three Mississippi. "
103,other, Mississippi?  I said count to five'!
103,ross, Mississippilesly? 
103,other," Ain't that  bad yet, but it keeps getting darker for the next  four hours."
103,ross," So, how dark is  it gonna get?"
103,other, You got sprayed  with two two' s and...
103,ross, I'm a four?
103,other," Yeah, but  you're back's a zero. You're gonna wanna even that  out."
103,ross,   Really!
103,other, You might  wanna get back in there.
103,ross,  Ok!
103,ross," Wait, wait a minute,  there's no light on the back wall! How do I know when  it's gonna start? Hello?  The same  thing happened again!"
103,other, You got two  more twos?
103,ross,   I'm an eight!
103,rachel, Thanks for dinner. 
103,joey, I thought you paid. 
103,rachel, So.
103,joey, Yeah.
103,joey," Hey what do you  say, we move this onto the likes of the couch?"
103,rachel," I say cheesy  line', but ok."
103,joey, What's the  matter?
103,rachel," I am sorry, I  don't know, I am sorry, I don't know why  I did that!"
103,joey, Okay
103,rachel," Ok, so sorry."
103,rachel," I am sorry! Again...  I don't know, I don't know what happened, I must  be nervous!"
103,joey," I don't get  it, Chandler loved it!"
103,rachel," Ok, ok, ok. I  promise, I promise, I promise, I won't do it  again. I really do. I promise. This is gonna be great."
103,joey, Ok.
103,joey,"   Uh, was that good for you?"
103,monica,"  No, no, don't get it. Let  the machine pick up. "
103,phoebe," Oh, yeah. Could  be Rachel asking if someone could baby-sit again."
103,monica, It could be Amanda!
103,phoebe," Oh, you're  right! I was just kidding about Rachel. Babysitting  is a gas!"
103,other, Hello Monica.  It's Amanda calling again. I am in the neighborhood  hoping I can pop by your flat!
103,monica, You're from Yonkers!  Your last name is Buffo-Martisis!
103,other," Let's see..  to assure you get this directly, ring me back on my  mobile."
103,phoebe," Ok, don't  hold thy breath!"
103,chandler, Hello? Is someone  on the line?
103,other," Yes, I was looking  for Monica."
103,chandler," Hang on, she's  right here.  Someone's on the phone, for ya."
103,monica," We weren't  picking up, it's Amanda!"
103,chandler,   I get pedicures!
103,monica," Hi Amanda! Actually  now... it's... is not a good time. Dinner tomorrow  night?  Ok, Phoebe and I will  see you then!"
103,phoebe," Why, why, why  didn't you just say no!"
103,monica," Well, I said  'no' to her coming over now! I couldn't say 'no'  twice! I get this uncontrollable need to please people!"
103,phoebe,"  Fine,  fine! You would not hold up well under torture!"
103,monica, And you would?
103,phoebe, I did!
103,joey," Rach, you sure you wanna do this? "
103,rachel," Absolutely! Absolutely.  I d... it's just a little weird, it's you,  and it's me, it's just gonna take some getting  used to."
103,joey," Ok. Well, how,  how can we make it easier?"
103,rachel," Ok, let's  work from the top down!  Just work the bra, Joe!"
103,joey," Ok, yeah, got it."
103,rachel, Okay.
103,joey, This thing welded  shut?!
103,rachel, Okay.
103,joey," All right, turn  around, I got to get a look at this thing."
103,rachel, Oh!
103,rachel, Ow!
103,joey, Sorry!
103,rachel, Well this is  romantic!
103,joey," I'm sorry!  This never happened to me before! I'm an  expert at taking off bras! I can do it with one hand!  I can do it with my eyes closed! One time I just looked  at one, and it popped open! I blame your bra!"
103,rachel, It's a standard  issue bra clasp!
103,joey, Then I blame you!  Yeah! That's right! You threw me off with all your  slapping!
103,rachel," Ok well, well  I'm really, I'm sorry about that Joey, but do you  think that maybe on some level, you don't want to  take off my bra?"
103,joey,  NAH! I don't  have another level!! 
103,chandler, Hold on! There is something different.
103,ross, I went to that  tanning place your wife suggested.
103,chandler, Was that place...  The Sun?
103,ross, Oh! And it gets  worse! 
103,chandler, Oh My God!  You can do a duet of Ebony and Ivory all by yourself!
103,monica," How could you  mess this up? It's so easy? You go into the booth,  you count to five and you turn around!!"
103,ross,   How do you count to five?
103,monica, One Two Three...
103,ross,  Damnit! 
103,rachel,  oooh!  Oh oh!
103,ross,   I Know!
103,rachel, oh oh! What is  up with Miss Hawaiian Tropic?
103,chandler, How was your  date with Joey?
103,rachel," Well, it was  good.. until we got back to our apartment, and then  we were fooling around and he started to put his hand  up my leg and I kept slapping it away!"
103,chandler, You didn't  like that?
103,rachel," Well, it wasn't  just me, alright? He freaked out too! He couldn't  even undo my bra!"
103,monica," Wow, really?  One time he just looked at my bra and it popped open."
103,rachel," I do not know  what's wrong with us, I mean, we have kissed before  and that's been great! But this time it was leading  somewhere and I was very aware of the fact that it  was Joey touching me."
103,monica," Well, you guys  have been friends forever. Remember the first time  that you kissed Ross? How weird that was? You couldn't  stop laughing? You got through that."
103,rachel,"   Ok, that's true. That's true, we can do this. You're  right, you're right, we can do this. We're just gonna  power through!"
103,joey, Hey Chandler can  I talk to you for a second .
103,rachel, .
103,monica,"  Chandler, stop! It is not going to pop open!"
103,chandler, 
103,monica, Hey Phoebe!
103,phoebe, Hey!
103,monica, Is Amanda here  yet?
103,phoebe, No.
103,monica,"  Oh  good. Good, look I'm so sorry, for screwing up that  cutting-her-out plan. But I have a new plan. Chandler  agreed to call here in a few minutes with an emergency."
103,phoebe," Oh! Well, what  kind of emergency that gets us both out of here?"
103,monica," Well, what do  you think of Mike and Chandler being in a car accident?"
103,phoebe,"   Are you kidding, I love it!"
103,phoebe, Hi!
103,monica, Hi!
103,other, Hi! 
103,other,  Hello!
103,other, touch my abs  I don't exercise at all! 
103,monica,  Yeah!  Yeah! His name is Chandler and...
103,other,  It's not perfume! It's me!  It's my natural scent!
103,phoebe, Musty!
103,other," Oh! Gosh! This  is brilliant. Gosh, it's just like old times. I'm  so happy you two are friends again!"
103,monica, When were we  not friends?
103,other," Well, it was  1992, and I remember because that was the year I had  sex with Evil Knievel ."
103,monica," Ehm, we were  friends in 1992."
103,other,  calls and trying to avoid seeing her. 
103,monica,  You  were going to cut me out?
103,phoebe, Well...kinda.
103,monica, Oh My God!
103,other, Oh! Bugger. Should  I not have said that? I feel like a perfect arse!
103,phoebe," Yeah well, in  America you're just an """"ass""""."""
103,monica,"   I'm so sorry, but Chandler was in a car accident. "
103,phoebe,  Oh my God. Was Mike with  him?
103,monica, Nope! 
103,joey,  Hey!
103,rachel, Hey! Got champagne?
103,joey," Yes ma'am, ready  to Power through!"
103,rachel," Excellent! Stick  it in the ice bucket, the phone is off the hook, and  in the interest of powering through ..."
103,joey, Uh!  
103,rachel, Ok   Alright! Lets do it!
103,joey," Ok, you're scaring  me a little bit."
103,rachel," Oh! Get over  it soldier, we've gotta do this!  Ok. Aha!  You like that huh?"
103,joey, Oh! yeah!
103,rachel, You like that? 
103,joey, uh uh!
103,rachel," Yeah baby, I'll  show you how we do it!"
103,joey," No, no, no! You  kneed me in my misters!"
103,rachel, What? Oh my God!  I'm so sorry. Joey? Are you ok?
103,joey,  Soldier down!
103,monica, We are not friends  with Phoebe anymore.
103,chandler," If she asks,  I protested a little, but ok!"
103,phoebe," Oh Chandler!  Thank God you're alive. Monica, can I talk to you  outside for a minute?"
103,monica, I have nothing  to say to you.
103,other,"  Wow, my flat is twice  this size!"
103,phoebe," Please, Monica?  In the hall?"
103,other," Ooh, that accident  must have been terrible. You look positively ghastly."
103,chandler," Well, aren't  you a treat."
103,monica," I can't believe  you tried to cut me out. Why Phoebe, why?"
103,phoebe," It was right  after we were living together and you were driving  me crazy, okay? You were really controlling and compulsive  and shrill."
103,monica, I'm still all  those things!
103,phoebe, You're also so  generous and kind and scrappy!
103,monica,   I am scrappy.
103,phoebe," Exactly! Look,  no matter what I tried to do, I couldn't keep you  out of my life. Of all the people I have cut out,  you were the only one who ever clawed her way back  in."
103,monica, It's because  I'm scrappy.
103,phoebe," Yeah, you are.  And I'm so glad that you fought your way back in,  because I don't know what I would do without you."
103,monica, I won't know  what I would do without you.
103,monica," Well, I guess  we should go back in. When you gave me another chance,  I guess we should do the same for Amanda."
103,phoebe," Yeah, I guess  you're right."
103,other, Can you believe  it. I've never had any professional dance training.
103,other," Now, let me explain  how this works. You go into the booth, and..."
103,ross," I'm gonna stop  you right there, Glenda. Okay? Does it look like this  is my first time, huh? Now I want 4 two's... and I  want them all on my back."
103,other,  Okay...
103,ross," Wait a minute,  there's two sets of nozzles, which one is it?"
103,ross, Which... which...  which... Which one is it?
103,ross, OH! SON OF A BITCH!
103,rachel, What is the matter  with us?
103,joey," Well, I know what's  the matter with me."
103,rachel," No, I mean with  us, you know. I mean, is it supposed to be this...  difficult?"
103,joey, I don't know.
103,chandler," That fake British  woman is a real bitch, but she sure can dance... Hey!"
103,rachel," Hi! Hey, listen,  can we ask you a question? When you and Monica first  hooked up, was it weird going from friends to... more  than that?"
103,chandler," Kinda... you  know, sneaking around, having to hide from you guys..."
103,rachel," No, no, no...  No, I mean... se-x-u-ally..."
103,joey," Yeah, was there  a part of you that... felt like it was... really wrong?"
103,chandler," Actually, no.  No, it felt right. You know, it felt like uhm... I  can't believe we haven't been doing this the whole  time."
103,chandler," I can tell  from your expressions that that's the good news you  were hoping for... Well, I'm gonna go continue to...  spread the joy."
103,rachel," Well, just because  it happened that way for them doesn't mean it has  to happen that way for us."
103,joey," Yeah, yeah... Absolutely.  I mean, just because something's difficult doesn't  mean that you quit."
103,rachel," Right, totally."
103,joey," Yeah, so we just  keep trying and trying until we... do it."
103,rachel," Yeah, and if  doesn't work, then we'll be just one of those couples  that never have sex."
103,joey, That's a... pla-an.
103,joey,  Wow...  I did not see this coming.
103,rachel, I know.
103,joey," I don't get it.  I mean, I was so sure this was what I wanted. "
103,rachel, Hmmm... Me too...
103,rachel, I wonder how  Monica and Chandler could do it?
103,joey, I guess they weren't  as good friends as we are.
103,rachel, Aah... I bet  you're right.
103,joey, So...
103,rachel, Yeah.
103,joey, I love ya.
103,rachel," Love you too...  Alright, I'm going to bed."
103,joey," Yeah, me too."
103,joey," Ooh, yeah, I'm  not going anywhere for a while."
103,chandler," Dude, it's  Chandler. Let me in."
103,ross, Go away! I don't  want to see anybody.
103,chandler," I know, I went  to the tanning place and the same thing happened to  me. You have to let me in."
103,ross, Really? Did you  count Mississipily?
103,ross," Dude, you're not  tanned."
103,chandler," No, I just  had to get a picture of this."
103,chandler, I see you later!
104,monica, 
104,chandler,"  Honey, I got us that room at the Woodford Inn this  weekend."
104,monica,  That place in Vermont? You can take a hint!
104,rachel,"  Wait, you can't go away this weekend! It's Emma's  birthday!"
104,ross, Yeah!
104,rachel,  We're having a party.
104,monica,"  Well, can't you just have the party when we get back?"
104,ross, No.
104,rachel,"  No, that day... that won't be her real birthday!"
104,chandler,  Gee if only she were one and had no idea what the  hell a birthday was!
104,ross," C'mon  you guys, this is really important to us."
104,monica,"  Well, I'm sorry, but Chandler and I could really use  a weekend away. You know, to reconnect... emotionally."
104,chandler,  There's this thing I really want us to do. I read  about it in Maxim...
104,rachel,"  Well, can't you just go to Vermont the next day?"
104,ross," Yeah,  we want everyone to be there. As much as I hate to  delay your doing weird sex stuff to my little sister."
104,rachel,"  And I mean, you know, you guys... This is a big deal.  I mean, how can we have her first birthday party without  her aunt and her uncle!"
104,monica,"  All right, we'll stay. We can just drive up after  the party."
104,chandler,"  Fine, but if we end up not doing this Maxim thing  because of this party..."
104,monica,"  Believe me, that is not why we won't be doing that! OPENING  CREDITS"
104,rachel," You know Pheebs, when I was little, on my  birthday, my daddy would hide a present in every room  of the house, and then he would draw a treasure map  to help me find 'em all."
104,phoebe,"  Oooh, I love family traditions like that. When uhm...  when Ursula and I were kids, on our birthday, our  stepdad would sell his blood to buy us food!"
104,ross, Hi!
104,ross," Hey,  I brought the camera for Emma's video."
